A,B,C,D,Date,E,F,G,GeoID,H,I,J,K,L,M,N,O,P,R,S,SUMLEV,T,U,date,state,county
89016,1712,1516.0,603819.0,Jul_31_2020,89016.0,1444,1.65,45,2.7,10409,13.24,51097,134.75,327,23.61,946,123.5,1.8,0.03,states,1796.15,34.54,2020-07-31,South Carolina,
67800,2965,865.0,681229.0,Jul_31_2020,66154.0,917,1.37,18,0.64,5719,9.21,20684,43.9,81,2.81,315,11.89,1.02,0.04,states,1021.48,44.67,2020-07-31,Indiana,
8764,130,31.0,102871.0,Jul_31_2020,8764.0,79,0.91,46,0.78,564,6.88,1938,28.39,8,6.56,37,39.78,1.01,0.02,states,1014.01,15.04,2020-07-31,South Dakota,
116787,7261,522.0,1104824.0,Jul_31_2020,112048.0,934,0.81,42,0.18,6445,5.84,24923,27.13,99,1.38,557,8.31,0.91,0.06,states,913.03,56.77,2020-07-31,Pennsylvania,
44753,872,225.0,429830.0,Jul_31_2020,44582.0,468,1.06,19,0.81,3319,8.01,15135,51.1,46,5.57,155,21.62,1.43,0.03,states,1428.67,27.84,2020-07-31,Iowa,
18510,325,208.0,385701.0,Jul_31_2020,18492.0,344,1.89,41,2.2,2338,14.46,9491,105.23,40,14.04,114,54.03,0.45,0.01,states,453.46,7.96,2020-07-31,Oregon,
103144,1047,1494.0,1407446.0,Jul_31_2020,105959.0,2978,2.97,47,2.45,16477,19.01,58784,132.52,121,13.07,445,73.92,1.55,0.02,states,1550.78,15.74,2020-07-31,Tennessee,
180701,7703,1369.0,2520731.0,Jul_31_2020,180118.0,1869,1.05,17,0.34,10325,6.06,35160,24.16,123,1.62,543,7.58,1.41,0.06,states,1409.36,60.08,2020-07-31,Illinois,
36456,541,621.0,589091.0,Jul_31_2020,36487.0,746,2.09,40,0.93,7340,25.21,22344,158.33,57,11.78,152,39.07,0.93,0.01,states,930.44,13.81,2020-07-31,Oklahoma,
28121,358,366.0,264695.0,Jul_31_2020,27812.0,877,3.22,20,0.28,2718,10.7,12979,85.72,28,8.48,78,27.86,0.97,0.01,states,966.76,12.31,2020-07-31,Kansas,
441767,7271,9336.0,3248806.0,Jul_31_2020,420946.0,9633,2.23,48,4.06,58105,15.14,266941,152.69,2395,49.12,4753,188.76,1.58,0.03,states,1584.23,26.07,2020-07-31,Texas,
20853,193,236.0,158864.0,Jul_31_2020,20246.0,475,2.33,16,7.22,3442,19.77,14474,226.9,45,30.41,101,109.78,1.24,0.01,states,1235.51,11.43,2020-07-31,Idaho,
2088,25,65.0,119379.0,Jul_31_2020,1989.0,122,6.21,15,0.0,562,36.83,1179,129.7,0,0.0,7,38.89,0.15,0.0,states,146.83,1.76,2020-07-31,Hawaii,
91159,3489,1024.0,1377175.0,Jul_31_2020,91159.0,1533,1.71,39,1.37,9413,11.51,38294,72.44,192,5.82,613,21.31,0.78,0.03,states,783.03,29.97,2020-07-31,Ohio,
30981,753,597.0,557672.0,Jul_31_2020,30151.0,849,2.82,21,0.67,4353,16.35,14867,92.26,38,5.31,156,26.13,0.7,0.02,states,697.74,16.96,2020-07-31,Kentucky,
6473,107,47.0,147495.0,Jul_31_2020,6469.0,168,2.66,38,0.0,855,15.22,2849,78.61,4,3.88,18,20.22,0.86,0.01,states,860.54,14.22,2020-07-31,North Dakota,
122370,1947,1229.0,1634954.0,Jul_31_2020,122148.0,1979,1.64,37,0.93,13164,12.05,55555,83.15,178,10.06,558,40.17,1.2,0.02,states,1204.95,19.17,2020-07-31,North Carolina,
40258,308,258.0,488714.0,Jul_31_2020,40196.0,544,1.37,49,1.65,3195,8.62,17394,76.08,31,11.19,135,78.03,1.32,0.01,states,1321.95,10.11,2020-07-31,Utah,
116394,3949,1546.0,1225963.0,Jul_31_2020,116280.0,1799,1.57,22,0.61,12548,12.08,56108,93.07,234,6.3,711,21.96,2.5,0.08,states,2495.79,84.68,2020-07-31,Louisiana,
171342,3674,3155.0,1388335.0,Jul_31_2020,186352.0,3797,2.27,13,2.17,23610,15.98,91753,115.28,306,9.09,895,32.21,1.66,0.04,states,1663.92,35.68,2020-07-31,Georgia,
419723,32372,576.0,5474223.0,Jul_31_2020,415014.0,642,0.15,36,0.03,4560,1.1,20953,5.25,94,0.29,581,1.83,2.14,0.17,states,2139.43,165.01,2020-07-31,New York,
1414,57,16.0,92954.0,Jul_31_2020,1414.0,7,0.5,50,0.0,29,2.09,204,16.86,1,1.79,1,1.79,0.23,0.01,states,226.25,9.12,2020-07-31,Vermont,
89729,2171,1334.0,1020859.0,Jul_31_2020,89888.0,984,1.11,51,1.54,7514,9.14,26604,42.14,105,5.08,386,21.62,1.07,0.03,states,1066.45,25.8,2020-07-31,Virginia,
51045,1305,869.0,636450.0,Jul_31_2020,50323.0,1374,2.77,29,1.32,9821,23.82,28450,125.91,84,6.88,256,24.4,0.84,0.02,states,838.17,21.43,2020-07-31,Missouri,
3675,21,40.0,229429.0,Jul_31_2020,3677.0,118,3.32,02,0.0,929,33.83,2501,213.03,4,23.53,9,75.0,0.5,0.0,states,497.62,2.84,2020-07-31,Alaska,
19022,1007,76.0,186994.0,Jul_31_2020,19022.0,72,0.38,44,0.0,798,4.38,2169,12.87,5,0.5,51,5.33,1.8,0.1,states,1800.28,95.3,2020-07-31,Rhode Island,
406,8,,8775.0,Jul_31_2020,406.0,21,5.45,78,0.0,54,15.34,314,341.3,1,14.29,2,33.33,,,states,,,2020-07-31,Virgin Islands,
87723,1580,1596.0,601744.0,Jul_31_2020,87723.0,1961,2.29,01,0.96,11718,15.42,48761,125.15,142,9.87,608,62.55,1.8,0.03,states,1803.26,32.48,2020-07-31,Alabama,
58747,1663,1229.0,395758.0,Jul_31_2020,58747.0,1168,2.03,28,3.23,9084,18.29,30847,110.56,200,13.67,581,53.7,1.97,0.06,states,1965.6,55.64,2020-07-31,Mississippi,
109628,8149,656.0,768152.0,Jul_3_2020,109628.0,290,0.27,25,0.21,1558,1.44,8036,7.91,137,1.71,997,13.94,1.61,0.12,states,1605.05,119.31,2020-07-03,Massachusetts,
174598,15164,1028.0,1312759.0,Jul_3_2020,172742.0,386,0.22,34,0.38,2160,1.25,12530,7.73,250,1.68,3284,27.64,1.97,0.17,states,1965.79,170.73,2020-07-03,New Jersey,
178586,3683,,1902766.0,Jul_3_2020,178594.0,9488,5.61,12,1.85,55634,45.25,119830,203.95,318,9.45,1118,43.59,0.87,0.02,states,867.0,17.88,2020-07-03,Florida,
47882,626,949.0,813777.0,Jul_3_2020,48712.0,1706,3.69,47,2.29,9080,23.4,22858,91.34,57,10.02,240,62.18,0.72,0.01,states,719.91,9.41,2020-07-03,Tennessee,
9643,215,173.0,245096.0,Jul_3_2020,9636.0,299,3.2,41,1.42,1635,20.42,5244,119.21,11,5.39,56,35.22,0.24,0.01,states,236.24,5.27,2020-07-03,Oregon,
1582,20,8.0,33693.0,Jul_3_2020,1582.0,32,2.06,56,0.0,214,15.64,667,72.9,0,0.0,3,17.65,0.27,0.0,states,271.9,3.44,2020-07-03,Wyoming,
22622,281,285.0,308615.0,Jul_3_2020,22622.0,547,2.48,05,0.72,3882,20.72,14555,180.43,32,12.85,139,97.89,0.76,0.01,states,756.42,9.4,2020-07-03,Arkansas,
37661,1503,270.0,607548.0,Jul_3_2020,37624.0,414,1.11,27,0.54,3010,8.69,11780,45.52,57,3.94,406,37.01,0.68,0.03,states,681.36,27.19,2020-07-03,Minnesota,
91894,1802,3013.0,486523.0,Jul_3_2020,91858.0,4399,5.03,04,2.04,25218,37.82,69649,313.1,265,17.24,819,83.32,1.32,0.03,states,1322.85,25.94,2020-07-03,Arizona,
12776,511,127.0,344117.0,Jul_3_2020,12520.0,256,2.04,35,1.59,1368,11.99,4636,56.95,22,4.5,136,36.27,0.61,0.02,states,610.58,24.42,2020-07-03,New Mexico,
30631,721,146.0,291032.0,Jul_3_2020,30429.0,372,1.23,19,0.28,2803,10.07,10255,50.33,17,2.41,147,25.61,0.98,0.02,states,977.85,23.02,2020-07-03,Iowa,
1255,6,2.0,14263.0,Jul_3_2020,286.0,6,0.48,66,0.0,38,3.12,109,9.51,0,0.0,0,0.0,,,states,,,2020-07-03,Guam,
23620,1060,716.0,382129.0,Jul_3_2020,22830.0,535,2.32,29,0.38,3053,14.84,9600,68.47,41,4.02,259,32.33,0.39,0.02,states,387.84,17.41,2020-07-03,Missouri,
31,2,,8187.0,Jul_3_2020,31.0,1,3.33,69,0.0,1,3.33,7,29.17,0,0.0,0,0.0,,,states,,,2020-07-03,Northern Mariana Islands,
7683,154,104.0,192686.0,Jul_3_2020,7683.0,75,0.99,72,0.65,761,10.99,3660,90.98,3,1.99,14,10.0,0.23,0.0,states,226.84,4.55,2020-07-03,Puerto Rico,
93418,6790,598.0,715403.0,Jul_3_2020,88741.0,715,0.77,42,0.47,4468,5.02,15547,19.97,165,2.49,1048,18.25,0.73,0.05,states,730.33,53.08,2020-07-03,Pennsylvania,
1284,13,25.0,119145.0,Jul_3_2020,1063.0,60,4.9,02,8.33,283,28.27,768,148.84,1,8.33,5,62.5,0.17,0.0,states,173.86,1.76,2020-07-03,Alaska,
64312,1844,818.0,623967.0,Jul_3_2020,64393.0,657,1.03,51,1.6,3812,6.3,17445,37.22,145,8.53,417,29.22,0.76,0.02,states,764.37,21.92,2020-07-03,Virginia,
400561,31836,857.0,3712113.0,Jul_3_2020,395872.0,919,0.23,36,0.07,4589,1.16,21637,5.71,761,2.45,1918,6.41,2.04,0.16,states,2041.76,162.28,2020-07-03,New York,
16655,608,455.0,379271.0,Jul_3_2020,16376.0,285,1.74,21,0.5,1622,10.79,6170,58.85,33,5.74,150,32.75,0.38,0.01,states,375.1,13.69,2020-07-03,Kentucky,
6978,97,58.0,76015.0,Jul_3_2020,6978.0,85,1.23,46,0.0,443,6.78,1817,35.21,9,10.23,35,56.45,0.81,0.01,states,807.37,11.22,2020-07-03,South Dakota,
5857,376,31.0,116365.0,Jul_3_2020,5822.0,35,0.6,33,0.27,186,3.28,1062,22.15,11,3.01,111,41.89,0.44,0.03,states,435.91,27.98,2020-07-03,New Hampshire,
3373,105,27.0,100076.0,Jul_3_2020,3373.0,45,1.35,23,0.0,271,8.74,955,39.5,2,1.94,10,10.53,0.25,0.01,states,253.07,7.88,2020-07-03,Maine,
33607,1701,270.0,306938.0,Jul_3_2020,33352.0,272,0.82,08,0.0,1827,5.75,6561,24.26,28,1.67,207,13.86,0.61,0.03,states,607.6,30.75,2020-07-03,Colorado,
3126,93,25.0,177576.0,Jul_3_2020,3126.0,73,2.39,54,0.0,397,14.55,1049,50.51,1,1.09,15,19.23,0.17,0.01,states,170.91,5.08,2020-07-03,West Virginia,
7034,94,64.0,92116.0,Jul_3_2020,6593.0,346,5.17,16,1.08,1885,36.61,4044,135.25,3,3.3,11,13.25,0.42,0.01,states,416.75,5.57,2020-07-03,Idaho,
957,19,,80672.0,Jul_3_2020,946.0,28,3.01,15,5.56,107,12.59,314,48.83,2,11.76,2,11.76,0.07,0.0,states,67.3,1.34,2020-07-03,Hawaii,
16015,283,,175642.0,Jul_3_2020,15919.0,789,5.18,20,0.35,2286,16.65,5734,55.77,17,6.39,56,24.67,0.55,0.01,states,550.58,9.73,2020-07-03,Kansas,
190049,2609,7652.0,1830374.0,Jul_3_2020,183532.0,7789,4.27,48,1.83,47467,33.29,120503,173.27,247,10.46,843,47.73,0.68,0.01,states,681.54,9.36,2020-07-03,Texas,
36417,1353,334.0,550838.0,Jul_3_2020,34151.0,496,1.38,53,0.74,3928,12.09,12641,53.17,48,3.68,208,18.17,0.5,0.02,states,499.25,18.55,2020-07-03,Washington,
1128,23,17.0,96375.0,Jul_3_2020,1128.0,45,4.16,30,4.55,299,36.07,603,114.86,1,4.55,6,35.29,0.11,0.0,states,108.28,2.21,2020-07-03,Montana,
72306,6219,548.0,1036090.0,Jul_3_2020,72175.0,453,0.63,26,0.05,2833,4.08,13316,22.57,81,1.32,640,11.47,0.73,0.06,states,726.15,62.46,2020-07-03,Michigan,
55257,2903,740.0,772900.0,Jul_3_2020,55257.0,1091,2.01,39,0.0,6619,13.61,18465,50.19,115,4.12,604,26.27,0.47,0.02,states,474.64,24.94,2020-07-03,Ohio,
15065,398,391.0,348789.0,Jul_3_2020,15065.0,526,3.62,40,0.76,2722,22.05,8260,121.38,21,5.57,57,16.72,0.38,0.01,states,384.49,10.16,2020-07-03,Oklahoma,
69422,3223,422.0,494873.0,Jul_3_2020,68961.0,407,0.59,24,0.34,2718,4.07,13805,24.82,81,2.58,582,22.04,1.16,0.05,states,1156.37,53.69,2020-07-03,Maryland,
46717,4335,95.0,453369.0,Jul_3_2020,46717.0,71,0.15,09,0.21,658,1.43,3626,8.41,28,0.65,346,8.67,1.3,0.12,states,1304.4,121.04,2020-07-03,Connecticut,
256298,6315,7024.0,4199941.0,Jul_3_2020,248235.0,8100,3.26,06,0.83,49271,23.8,135891,112.86,443,7.54,1893,42.81,0.65,0.02,states,654.68,16.13,2020-07-03,California,
33565,804,244.0,573553.0,Jul_3_2020,33431.0,689,2.1,55,0.37,3847,12.95,13951,71.13,29,3.74,186,30.1,0.58,0.01,states,580.87,13.91,2020-07-03,Wisconsin,
11923,512,57.0,106420.0,Jul_3_2020,11923.0,192,1.64,10,0.39,906,8.22,2211,22.77,5,0.99,137,36.53,1.26,0.05,states,1255.72,53.92,2020-07-03,Delaware,
147293,7222,1349.0,1554885.0,Jul_3_2020,146872.0,886,0.61,17,0.35,5481,3.86,23014,18.52,163,2.31,1557,27.48,1.15,0.06,states,1148.8,56.33,2020-07-03,Illinois,
20878,530,704.0,272967.0,Jul_3_2020,20718.0,1007,5.07,32,0.95,5519,35.93,11928,133.27,32,6.43,101,23.54,0.71,0.02,states,714.3,18.13,2020-07-03,Nevada,
10435,555,110.0,92374.0,Jul_3_2020,10435.0,45,0.43,11,0.18,250,2.45,1419,15.74,9,1.65,82,17.34,1.52,0.08,states,1524.47,81.08,2020-07-03,District of Columbia,
3731,89,20.0,106852.0,Jul_3_2020,3722.0,65,1.77,38,0.0,301,8.78,1049,39.11,2,2.3,20,28.99,0.5,0.01,states,496.01,11.83,2020-07-03,North Dakota,
1236,56,16.0,67159.0,Jul_3_2020,1236.0,9,0.73,50,0.0,38,3.17,246,24.85,0,0.0,1,1.82,0.2,0.01,states,197.77,8.96,2020-07-03,Vermont,
19660,285,121.0,164682.0,Jul_3_2020,19452.0,184,0.94,31,0.35,1136,6.13,4794,32.25,15,5.56,96,50.79,1.03,0.01,states,1032.15,14.96,2020-07-03,Nebraska,
16991,960,61.0,140721.0,Jul_3_2020,17057.0,50,0.3,44,0.1,330,1.98,1772,11.64,33,3.56,218,29.38,1.61,0.09,states,1608.07,90.86,2020-07-03,Rhode Island,
24070,181,232.0,332770.0,Jul_3_2020,23866.0,604,2.57,49,2.84,3852,19.05,13512,127.98,15,9.04,64,54.7,0.79,0.01,states,790.39,5.94,2020-07-03,Utah,
48099,2682,633.0,457238.0,Jul_3_2020,46915.0,546,1.15,18,0.75,2830,6.25,11490,31.39,87,3.35,475,21.52,0.72,0.04,states,724.66,40.41,2020-07-03,Indiana,
41532,793,1148.0,367500.0,Jul_3_2020,41532.0,1831,4.61,45,1.15,11197,36.91,28881,228.29,99,14.27,275,53.09,0.84,0.02,states,838.03,16.0,2020-07-03,South Carolina,
41865,1006,838.0,388766.0,Jul_3_2020,41865.0,1754,4.37,01,2.13,7682,22.47,23014,122.08,99,10.92,353,54.06,0.86,0.02,states,860.59,20.68,2020-07-03,Alabama,
70451,1413,951.0,929052.0,Jul_3_2020,70241.0,1939,2.83,37,0.78,11194,18.89,39438,127.17,94,7.13,442,45.52,0.69,0.01,states,693.71,13.91,2020-07-03,North Carolina,
63397,3278,852.0,720853.0,Jul_3_2020,63289.0,1728,2.8,22,0.71,8515,15.52,22153,53.71,88,2.76,408,14.22,1.36,0.07,states,1359.4,70.29,2020-07-03,Louisiana,
85079,2808,1671.0,810724.0,Jul_3_2020,90493.0,2604,3.16,13,0.25,15537,22.34,38368,82.14,81,2.97,716,34.23,0.83,0.03,states,826.21,27.27,2020-07-03,Georgia,
111,6,,2963.0,Jul_3_2020,98.0,13,13.27,78,0.0,30,37.04,40,56.34,0,0.0,0,0.0,,,states,,,2020-07-03,Virgin Islands,
29684,1103,863.0,270269.0,Jul_3_2020,28770.0,914,3.18,28,1.01,4618,18.42,13362,81.86,81,7.93,321,41.05,0.99,0.04,states,993.19,36.9,2020-07-03,Mississippi,
109838,8172,640.0,775929.0,Jul_4_2020,109838.0,210,0.19,25,0.28,1395,1.29,7775,7.62,132,1.64,971,13.48,1.61,0.12,states,1608.12,119.65,2020-07-04,Massachusetts,
190044,3701,,1956445.0,Jul_4_2020,190052.0,11458,6.42,12,0.49,57507,43.39,129869,215.82,312,9.21,1095,42.02,0.92,0.02,states,922.63,17.97,2020-07-04,Florida,
49232,630,949.0,828464.0,Jul_4_2020,50140.0,1350,2.82,47,0.64,9419,23.66,23858,94.03,53,9.19,229,57.11,0.74,0.01,states,740.21,9.47,2020-07-04,Tennessee,
9937,216,173.0,245096.0,Jul_4_2020,9930.0,294,3.05,41,0.47,1827,22.53,5462,122.06,12,5.88,57,35.85,0.24,0.01,states,243.44,5.29,2020-07-04,Oregon,
1606,20,8.0,33693.0,Jul_4_2020,1606.0,24,1.52,56,0.0,214,15.37,685,74.38,0,0.0,3,17.65,0.28,0.0,states,276.02,3.44,2020-07-04,Wyoming,
23209,286,285.0,315684.0,Jul_4_2020,23209.0,587,2.59,05,1.78,3899,20.19,14784,175.48,27,10.42,135,89.4,0.78,0.01,states,776.05,9.56,2020-07-04,Arkansas,
13063,513,130.0,350598.0,Jul_4_2020,12776.0,287,2.25,35,0.39,1444,12.43,4710,56.39,22,4.48,130,33.94,0.62,0.02,states,624.3,24.52,2020-07-04,New Mexico,
37661,1503,270.0,607548.0,Jul_4_2020,37624.0,0,0.0,27,0.0,2593,7.39,11377,43.28,51,3.51,377,33.48,0.68,0.03,states,681.36,27.19,2020-07-04,Minnesota,
16709,608,455.0,379271.0,Jul_4_2020,16376.0,54,0.32,21,0.0,1372,8.95,5928,54.99,33,5.74,139,29.64,0.38,0.01,states,376.31,13.69,2020-07-04,Kentucky,
94616,1821,3113.0,494955.0,Jul_4_2020,94553.0,2722,2.96,04,1.05,24464,34.87,71798,314.66,240,15.18,821,82.1,1.36,0.03,states,1362.03,26.21,2020-07-04,Arizona,
1257,6,3.0,14666.0,Jul_4_2020,288.0,2,0.16,66,0.0,40,3.29,109,9.49,0,0.0,0,0.0,,,states,,,2020-07-04,Guam,
24061,1062,740.0,389046.0,Jul_4_2020,23215.0,441,1.87,29,0.19,3152,15.07,9775,68.42,41,4.02,256,31.76,0.4,0.02,states,395.09,17.44,2020-07-04,Missouri,
31,2,,8187.0,Jul_4_2020,31.0,0,0.0,69,0.0,1,3.33,5,19.23,0,0.0,0,0.0,,,states,,,2020-07-04,Northern Mariana Islands,
7787,155,100.0,192686.0,Jul_4_2020,7787.0,104,1.35,72,0.65,721,10.2,3279,72.74,3,1.97,15,10.71,0.23,0.0,states,229.91,4.58,2020-07-04,Puerto Rico,
93922,6793,589.0,725448.0,Jul_4_2020,89375.0,504,0.54,42,0.04,4522,5.06,15494,19.76,141,2.12,931,15.88,0.73,0.05,states,734.27,53.11,2020-07-04,Pennsylvania,
1339,14,23.0,121621.0,Jul_4_2020,1111.0,55,4.28,02,7.69,312,30.38,797,147.05,2,16.67,6,75.0,0.18,0.0,states,181.31,1.9,2020-07-04,Alaska,
65027,1848,808.0,634120.0,Jul_4_2020,65109.0,715,1.11,51,0.22,3850,6.29,17210,35.99,125,7.25,404,27.98,0.77,0.02,states,772.86,21.96,2020-07-04,Virginia,
401286,31860,844.0,3773790.0,Jul_4_2020,396598.0,725,0.18,36,0.08,4617,1.16,21309,5.61,755,2.43,1849,6.16,2.05,0.16,states,2045.45,162.4,2020-07-04,New York,
31167,721,134.0,297970.0,Jul_4_2020,31041.0,536,1.75,19,0.0,2964,10.51,10224,48.82,17,2.41,131,22.2,0.99,0.02,states,994.96,23.02,2020-07-04,Iowa,
5871,380,25.0,117892.0,Jul_4_2020,5857.0,14,0.24,33,1.06,154,2.69,995,20.41,13,3.54,107,39.19,0.44,0.03,states,436.95,28.28,2020-07-04,New Hampshire,
3788,89,22.0,108149.0,Jul_4_2020,3779.0,57,1.53,38,0.0,321,9.26,1079,39.83,2,2.3,20,28.99,0.5,0.01,states,503.59,11.83,2020-07-04,North Dakota,
3397,107,27.0,102548.0,Jul_4_2020,3397.0,24,0.71,23,1.9,243,7.7,951,38.88,3,2.88,12,12.63,0.25,0.01,states,254.87,8.03,2020-07-04,Maine,
33900,1703,270.0,312135.0,Jul_4_2020,33619.0,293,0.87,08,0.12,1894,5.92,6554,23.97,29,1.73,191,12.63,0.61,0.03,states,612.89,30.79,2020-07-04,Colorado,
3205,94,25.0,178288.0,Jul_4_2020,3141.0,79,2.53,54,1.08,424,15.25,1103,52.47,1,1.08,15,18.99,0.18,0.01,states,175.23,5.14,2020-07-04,West Virginia,
7431,94,67.0,94073.0,Jul_4_2020,6994.0,397,5.64,16,0.0,2112,39.71,4377,143.32,2,2.17,11,13.25,0.44,0.01,states,440.27,5.57,2020-07-04,Idaho,
981,19,,82501.0,Jul_4_2020,975.0,24,2.51,15,0.0,125,14.6,337,52.33,1,5.56,2,11.76,0.07,0.0,states,68.99,1.34,2020-07-04,Hawaii,
16165,284,,175642.0,Jul_4_2020,15919.0,150,0.94,20,0.35,2398,17.42,5833,56.46,15,5.58,54,23.48,0.56,0.01,states,555.73,9.76,2020-07-04,Kansas,
195707,2646,7890.0,1880019.0,Jul_4_2020,191790.0,5658,2.98,48,1.42,47068,31.67,124377,174.37,248,10.34,853,47.57,0.7,0.01,states,701.83,9.49,2020-07-04,Texas,
36799,1355,315.0,565197.0,Jul_4_2020,34778.0,382,1.05,53,0.15,3768,11.41,12800,53.34,44,3.36,205,17.83,0.5,0.02,states,504.49,18.58,2020-07-04,Washington,
1167,23,20.0,97783.0,Jul_4_2020,1167.0,39,3.46,30,0.0,315,36.97,630,117.32,1,4.55,6,35.29,0.11,0.0,states,112.02,2.21,2020-07-04,Montana,
72702,6222,548.0,1057573.0,Jul_4_2020,72581.0,396,0.55,26,0.05,2900,4.15,13487,22.78,65,1.06,618,11.03,0.73,0.06,states,730.12,62.49,2020-07-04,Michigan,
56183,2907,691.0,792187.0,Jul_4_2020,56183.0,926,1.68,39,0.14,6728,13.6,18901,50.7,103,3.67,568,24.28,0.48,0.02,states,482.59,24.97,2020-07-04,Ohio,
15645,398,391.0,348789.0,Jul_4_2020,15645.0,580,3.85,40,0.0,3003,23.75,8738,126.51,14,3.65,54,15.7,0.4,0.01,states,399.3,10.16,2020-07-04,Oklahoma,
69724,3236,410.0,504001.0,Jul_4_2020,69341.0,302,0.44,24,0.4,2692,4.02,13234,23.43,79,2.5,568,21.29,1.16,0.05,states,1161.4,53.9,2020-07-04,Maryland,
46717,4335,95.0,453309.0,Jul_4_2020,46717.0,0,0.0,09,0.0,511,1.11,3478,8.04,24,0.56,328,8.19,1.3,0.12,states,1304.4,121.04,2020-07-04,Connecticut,
265176,6329,7092.0,4295643.0,Jul_4_2020,257388.0,8878,3.46,06,0.22,53723,25.41,142259,115.74,427,7.23,1845,41.15,0.68,0.02,states,677.35,16.17,2020-07-04,California,
34243,804,235.0,579637.0,Jul_4_2020,34207.0,678,2.02,55,0.0,4008,13.26,14168,70.58,18,2.29,177,28.23,0.59,0.01,states,592.6,13.91,2020-07-04,Wisconsin,
11996,512,54.0,108697.0,Jul_4_2020,11996.0,73,0.61,10,0.0,905,8.16,2250,23.09,5,0.99,126,32.64,1.26,0.05,states,1263.41,53.92,2020-07-04,Delaware,
148151,7234,1346.0,1587859.0,Jul_4_2020,147734.0,858,0.58,17,0.17,5615,3.94,23002,18.38,151,2.13,1462,25.33,1.16,0.06,states,1155.49,56.42,2020-07-04,Illinois,
21671,530,749.0,279654.0,Jul_4_2020,21575.0,793,3.8,32,0.0,5271,32.14,12553,137.67,30,6.0,101,23.54,0.74,0.02,states,741.43,18.13,2020-07-04,Nevada,
10447,557,95.0,94107.0,Jul_4_2020,10447.0,12,0.11,11,0.36,231,2.26,1327,14.55,9,1.64,82,17.26,1.53,0.08,states,1526.23,81.37,2020-07-04,District of Columbia,
7028,97,54.0,76802.0,Jul_4_2020,7028.0,50,0.72,46,0.0,402,6.07,1781,33.94,6,6.59,33,51.56,0.81,0.01,states,813.15,11.22,2020-07-04,South Dakota,
1238,56,16.0,68159.0,Jul_4_2020,1238.0,2,0.16,50,0.0,38,3.17,212,20.66,0,0.0,1,1.82,0.2,0.01,states,198.09,8.96,2020-07-04,Vermont,
174889,15189,983.0,1335515.0,Jul_4_2020,173033.0,291,0.17,34,0.16,2162,1.25,12359,7.6,241,1.61,3219,26.89,1.97,0.17,states,1969.06,171.01,2020-07-04,New Jersey,
19826,285,111.0,167928.0,Jul_4_2020,19660.0,166,0.84,31,0.0,1051,5.6,4709,31.15,14,5.17,92,47.67,1.04,0.01,states,1040.87,14.96,2020-07-04,Nebraska,
30674,1107,872.0,279241.0,Jul_4_2020,30674.0,990,3.34,28,0.36,5143,20.14,14114,85.23,72,6.96,313,39.42,1.03,0.04,states,1026.31,37.04,2020-07-04,Mississippi,
24717,181,255.0,342174.0,Jul_4_2020,24542.0,647,2.69,49,0.0,3982,19.2,13859,127.64,14,8.38,64,54.7,0.81,0.01,states,811.63,5.94,2020-07-04,Utah,
112,6,,3060.0,Jul_4_2020,111.0,1,0.9,78,0.0,31,38.27,41,57.75,0,0.0,0,0.0,,,states,,,2020-07-04,Virgin Islands,
48628,2687,632.0,464856.0,Jul_4_2020,47432.0,529,1.1,18,0.19,2921,6.39,11623,31.41,71,2.71,456,20.44,0.73,0.04,states,732.63,40.48,2020-07-04,Indiana,
16991,960,61.0,141673.0,Jul_4_2020,17084.0,0,0.0,44,0.0,330,1.98,1666,10.87,33,3.56,204,26.98,1.61,0.09,states,1608.07,90.86,2020-07-04,Rhode Island,
63397,3278,852.0,720853.0,Jul_4_2020,63289.0,0,0.0,22,0.0,8515,15.52,21724,52.13,88,2.76,395,13.7,1.36,0.07,states,1359.4,70.29,2020-07-04,Louisiana,
43386,813,1190.0,377307.0,Jul_4_2020,43386.0,1854,4.46,45,2.52,11447,35.84,30381,233.61,102,14.35,288,54.86,0.88,0.02,states,875.44,16.4,2020-07-04,South Carolina,
42862,1007,818.0,399226.0,Jul_4_2020,42862.0,997,2.38,01,0.1,7779,22.17,23790,124.74,88,9.58,354,54.21,0.88,0.02,states,881.09,20.7,2020-07-04,Alabama,
87592,2809,1726.0,833040.0,Jul_4_2020,93319.0,2513,2.95,13,0.04,16526,23.25,40064,84.3,76,2.78,693,32.75,0.85,0.03,states,850.62,27.28,2020-07-04,Georgia,
71735,1414,945.0,946642.0,Jul_4_2020,71654.0,1284,1.82,37,0.07,11026,18.16,39459,122.25,80,6.0,421,42.4,0.71,0.01,states,706.36,13.92,2020-07-04,North Carolina,
175258,15211,917.0,1361238.0,Jul_5_2020,173402.0,369,0.21,34,0.14,2222,1.28,11922,7.3,236,1.58,3162,26.24,1.97,0.17,states,1973.22,171.26,2020-07-05,New Jersey,
109974,8183,636.0,781711.0,Jul_5_2020,109974.0,136,0.12,25,0.13,1307,1.2,7417,7.23,123,1.53,948,13.1,1.61,0.12,states,1610.12,119.81,2020-07-05,Massachusetts,
200103,3730,,2000088.0,Jul_5_2020,200111.0,10059,5.29,12,0.78,59036,41.85,138623,225.48,312,9.13,1071,40.28,0.97,0.02,states,971.46,18.11,2020-07-05,Florida,
